"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"
"HMR_8357"	0.0152338998144955	0.0162705987521886	0.0155442682848918	0.0191157224256602	0.0133604379822316	0.0154630486816648	0.0158118178555944	0.0150231547730977	0.0131250554083658	0.0136323913560078	0.0159839312393386	0.016501805185475	0.0164165682778931	0.0161127032014029	0.0137669168022432	0.0153595453691983	0.0143963189631797	0.0158784993623639	0.0151614995982325	0.0148595925001919	0.0166083524579368	0.0161853743779414	0.0170243679164314	0.0156092055621718	0.014503843403417	0.0180527396588125	0.0117529315806071	0.00768292627838196	0.0158844062670345	0.01668146921639	0.0169508253914874	0.0176177251339715	0.0142944544305195	0.0174399788544946	0.017480399405842	0.017187561188076	0.016241249137377	0.016642339455461	0.0143182018472928
"HMR_4379"	0.078291884524033	0.0677757731339074	0.0706981603173631	0.0721630185729081	0.0723954568256219	0.0727470546521459	0.0704714732610286	0.0828509641726679	0.073549971729982	0.0765369451354425	0.0696947690776817	0.0711017602345602	0.0834856963931674	0.0756154526345933	0.0562384628126931	0.0772157052056673	0.0678780911563928	0.070487289045283	0.0833649159786139	0.0513969739835241	0.052952202635856	0.0793164687391124	0.0669533754554447	0.0548305137439997	0.0583593596562077	0.065364346669769	0.0566526638702775	0.0889122453141755	0.0742897942519508	0.0878827922755462	0.0853387702651394	0.0794112374076258	0.0624340718564138	0.0772882436506822	0.0727659558754128	0.0790060991498121	0.0626310799743281	0.0785898128261774	0.0650409447981601
"HMR_4301"	0.0779862819355734	0.0694490319528504	0.0719846936389556	0.0737289328528733	0.0724904546375735	0.0732853223923466	0.0710301449794156	0.0823105812319307	0.0733148091344208	0.07587772722264	0.0713108954887492	0.0715483221949531	0.0812044485214046	0.0770217713679148	0.0569789363669434	0.0784100307063094	0.070714931504137	0.0736798562088163	0.0811774458339306	0.057507780140682	0.0564873067415997	0.0791546231128997	0.0662727947418956	0.0599996859095128	0.0647045809237319	0.0672545531588072	0.058070142352089	0.0784042136926887	0.0730781042585736	0.0865570714188846	0.0874769663896619	0.0785256608182825	0.065274152896	0.0783425717511714	0.0740529208846425	0.0795391703116975	0.0650832779010587	0.0790984730435597	0.0665225552877009
"HMR_4355"	0.0179324906323996	0.0160177993326596	0.0154921615128667	0.0138328849920782	0.0181095799232362	0.0173312079916482	0.0177348596210794	0.0214760075120931	0.0186963387145994	0.0185318392380044	0.014721881064742	0.0197402263483321	0.0194156979674995	0.0175175105674186	0.0179965957255434	0.0215212094435281	0.0175548189060921	0.0149171201502458	0.0214888258922925	0.0112135989186544	0.0144106383491086	0.0221229494824874	0.0185889834067296	0.0167694456077999	0.0140377787364812	0.0150512118907036	0.0147341161600737	0.00426504908048258	0.0214950884507366	0.0210781367979097	0.0207598931517517	0.0206581248329547	0.0180498193822565	0.0184857496043144	0.018057017576174	0.0207445419458699	0.0165824412666234	0.017929129750811	0.0171820391210906
"HMR_4358"	0.0705228586446322	0.065014541701611	0.0651139872583077	0.0648081414329238	0.0651329347539162	0.0693503359265844	0.0650531104663348	0.0735807361408603	0.0682878050186294	0.0659450324664026	0.0688021994223979	0.0630935016980005	0.0744907710081022	0.0642632351663031	0.0569173199663944	0.0681370353154391	0.0661406377598461	0.0656454761358043	0.0720564927688406	0.0660333038662601	0.0586670554877445	0.070861793979556	0.0623139946431327	0.0718249920372467	0.0719216824125301	0.0642189495618937	0.0568717337451525	0.0786225655579214	0.0698357098733103	0.0755775970515764	0.0780263884215754	0.0692523042918781	0.0616724530278388	0.074770315654555	0.068962838540502	0.0781903076941052	0.059300274275247	0.0739337823229168	0.0634810072522288
"HMR_4360"	2.57985385187326e-05	1.52394898060847e-05	1.24925020802204e-05	1.32588912647167e-05	1.41399306292534e-05	1.57172906469661e-05	1.43805421902812e-05	1.62960885483013e-05	1.53323151687523e-05	2.23924161313075e-05	2.47610103059894e-05	2.10954157589175e-05	2.72443062883239e-05	1.60762809230307e-05	1.45361323992817e-05	2.12778304617111e-05	2.16082218830642e-05	1.52885249548362e-05	2.02696006604495e-05	8.75251012121568e-06	1.18551727175896e-05	2.78682197497374e-05	1.68903853185181e-05	2.14371728223069e-05	1.22304725430686e-05	1.39107001071224e-05	1.19878460870586e-05	0.000962524577353463	1.81196810573469e-05	2.31868830909157e-05	2.58173144769059e-05	2.21479543769845e-05	1.81178162383926e-05	2.77890090424456e-05	3.22669071068696e-05	1.72008164208284e-05	2.8923796163865e-05	2.7771570764075e-05	2.43139626693271e-05
"HMR_4363"	0.370063486333979	0.345889122700547	0.351467381731078	0.364654539805483	0.354011247050949	0.376750093802675	0.349884034404062	0.376759193067039	0.366165147673451	0.360539791554869	0.359276590068483	0.351434768819607	0.384683980500843	0.35552568841364	0.324440848369965	0.369375253055179	0.34139284239789	0.356822423958531	0.38183139534007	0.331544729681809	0.322516247797305	0.379453356653874	0.336824508006885	0.355196441386006	0.373354396359057	0.349342109544174	0.315135375825687	0.465336492215779	0.354626061853035	0.396336518226535	0.41218235359194	0.375027309032446	0.336113026058247	0.368888382697458	0.359554211061581	0.385970362331219	0.331748499293667	0.371008763571114	0.331912578669741
"HMR_4365"	-0.362969922584449	-0.33530332374221	-0.341810562326737	-0.353249153614372	-0.343348496197455	-0.361716369543734	-0.338771462650024	-0.369269540172022	-0.357252523396172	-0.352631395651976	-0.350147706495491	-0.339737763453416	-0.378004236548796	-0.349099543048835	-0.310573805261532	-0.35783150898085	-0.333063476954574	-0.347464265410404	-0.372968853537181	-0.307004117617217	-0.302045275559212	-0.368343483653916	-0.327372505628563	-0.329917706240799	-0.349703537791294	-0.334928600744786	-0.298235504090077	-0.463209737009131	-0.343330770504484	-0.387024969732112	-0.401215734204894	-0.367341778504261	-0.321800400190836	-0.362725117510727	-0.349276736887585	-0.379087904421135	-0.317320415233386	-0.365032900544784	-0.31932650631944
"HMR_4368"	0.36018136474249	0.324436171028462	0.334247325813192	0.337885777352515	0.335413783594741	0.347252895818573	0.332438749295364	0.365022982035678	0.350059166184783	0.344801885614941	0.343545642724921	0.331963141258446	0.374225080366235	0.350708101400505	0.296038116105801	0.352179238094391	0.326461653642828	0.337245939239357	0.370540604240343	0.284483539941184	0.282891049525603	0.363038110818784	0.316561962759015	0.305801262151829	0.324568944880271	0.320421290552376	0.28119087867255	0.459669693821765	0.339223831128176	0.381873343513025	0.395292405253091	0.364914675853643	0.310218591318485	0.362958999795322	0.34379805066034	0.374674135850021	0.31089306160227	0.36554282625759	0.310203993847039
"HMR_4370"	4.32696069931392e-06	2.95092862576619e-06	3.49766564374133e-06	2.50055342182738e-06	4.45198383899798e-06	2.58190467350275e-06	3.57613087200475e-06	2.30128940811842e-06	2.90767343631139e-06	3.14548968720085e-06	4.09142605093019e-06	4.06007290986334e-06	4.52539923680638e-06	4.9965699936322e-06	2.98267620530012e-06	2.91622516506846e-06	2.85171589756655e-06	2.81577526390315e-06	3.3178430407418e-06	1.95494060614179e-06	2.54665567369845e-06	4.68356622284919e-06	4.14337187487481e-06	2.60228821510811e-06	2.52830557511699e-06	3.05574612098812e-06	2.77637771034644e-06	0.000703498779904423	3.6969578574246e-06	4.00160510773577e-06	3.90444042864309e-06	4.7334318629068e-06	3.20390850112026e-06	4.04100328022853e-06	3.92903771178518e-06	4.47509283965853e-06	3.74233271454771e-06	3.61344469379885e-06	3.39620710262297e-06
