"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"
"HMR_4365"	-0.398438866156535	-0.353366104964091	-0.369610952747266	-0.356321301445486	-0.367570192887081	-0.364824066609537	-0.558688404543907	-0.399380822829282	-0.391058844613376	-0.374076889955322	-0.378974836269698	-0.364910382441734	-0.419349155519604	-0.384984542241188	-0.335093627578787	-0.377112761824611	-0.366154334230685	-0.365891929386218	-0.424693619437016	-0.428371512605718	-0.414771268769448	-0.518086257518916	-0.414318348266337	-0.385814882625369	-0.429709585517949	-0.333573039636335	-0.406945731606476	-0.343880660520549
"HMR_4368"	0.390812069841054	0.337878461769781	0.354474598844684	0.335413934809339	0.355436509159722	0.348021541770642	0.554644589103835	0.390580117509644	0.381875916076504	0.362192965664706	0.367522858299756	0.352090714805203	0.410679155304736	0.381597320776146	0.317432352965717	0.367144999440293	0.354485773372776	0.350338446162914	0.414517310685188	0.41860334356353	0.406845698795705	0.51409257585815	0.409683526957843	0.374803830780211	0.419411519057278	0.324874384053119	0.402384605247635	0.330983550625855
"HMR_4370"	4.99665130281317e-06	3.26298608916875e-06	5.12377643349589e-06	2.74361839124607e-06	4.91977292022593e-06	2.67255574204154e-06	0.000936314436038756	2.65450581636043e-06	3.26337072818582e-06	3.47696466176996e-06	4.66689547753564e-06	4.56165257016512e-06	5.25619190878929e-06	5.79635521430291e-06	3.39969077319076e-06	3.21203114697475e-06	3.28444315223073e-06	3.1940231200184e-06	4.64163205488493e-06	4.31697805842112e-06	5.62796725848108e-06	0.000931397947293075	4.87312271216547e-06	4.61386890111862e-06	5.34880568959333e-06	3.98440936906402e-06	4.24251334943141e-06	3.77531701720972e-06
"HMR_4371"	0.000464850636466055	0.000302151029437304	0.000384591287980091	0.000395533364040135	0.000443816036818126	0.000205434257825403	0.00183356969575342	0.00038383675327414	0.000403143700926775	0.000406091677510275	0.000365186146993515	0.000465508586395349	0.000500443591244427	0.000485160786746307	0.000251495517628086	0.000322551992990896	0.000328593815794821	0.000353069571083043	0.000549660389567482	0.00047005066117313	0.000508589046597487	0.00182209468268592	0.000403472026121423	0.000397035951200606	0.00054322985793855	0.000268913758871985	0.000465058365748225	0.000381651664061656
"HMR_4372"	0.000464850637730701	0.000302151030702452	0.00038459129443742	0.000395533365308223	0.000443816038081943	0.000205434259089266	0.00183356823206547	0.000383836754538256	0.000403143702190758	0.000406091678785495	0.000365186148258808	0.000465508587660208	0.000500443592508811	0.00048516078801201	0.000251495518951025	0.000322551994254759	0.000328593817059034	0.000353069572347078	0.000549660390831362	0.000470050662437438	0.000508589047862417	0.00182209459644733	0.000403472027386735	0.000397035952466272	0.000543229859203274	0.000268913760137119	0.000465058367012801	0.000381651665328087
"HMR_4373"	-0.391307840543698	-0.338200160551655	-0.354888025742551	-0.335824328312243	-0.355906395237171	-0.348239854214129	-0.558452469449715	-0.390986188882703	-0.382301800431765	-0.362616430497704	-0.367919414794487	-0.352585215678996	-0.411213983420756	-0.382122753897543	-0.317706710726146	-0.367490704461155	-0.354836909675947	-0.350713293715869	-0.415107467566181	-0.419106693127237	-0.407392607590127	-0.517895683661726	-0.410131854631626	-0.375242263187751	-0.419995037691009	-0.32516788474554	-0.402887511298333	-0.331389180306535
"HMR_4375"	-0.162661936367714	-0.137380936322634	-0.13699713767063	-0.136906687916652	-0.147758957152064	-0.141927174324625	-0.21106840075272	-0.168312784629107	-0.159936384673452	-0.150611153428142	-0.144782714541062	-0.14576159294684	-0.174016550485813	-0.159532872506803	-0.12134548991918	-0.156061004728206	-0.144836323446929	-0.143753558686161	-0.181455019603702	-0.178096923408915	-0.170378797543726	-0.197987148972947	-0.169805146994281	-0.155050259237716	-0.171855089230768	-0.131055154243283	-0.167438785006725	-0.136397008350277
"HMR_4377"	5.36204978668655e-05	4.1279894116865e-05	6.05357235884721e-05	3.66582258267494e-05	6.02753861718014e-05	5.26097436035249e-05	0.000794768621525537	6.58559604184659e-05	6.63011741593917e-05	7.68394671577913e-05	5.72830995377513e-05	3.50415651429631e-05	5.29927563376238e-05	2.55750354363861e-05	2.28602060278594e-05	4.14319481919691e-05	5.21191976486057e-05	5.50082745534424e-05	7.39002095754444e-05	5.63440955589916e-05	4.38555536325248e-05	0.000786490719585129	2.85737208733917e-05	4.45929037575488e-05	2.40759424151541e-05	5.90605296722651e-05	6.34180713756182e-05	5.58268221101755e-05
"HMR_4381"	-0.0363887156439941	-0.0287845682643917	-0.0319405614218432	-0.0311668202462841	-0.0301663543357666	-0.0337848847653318	-0.0311996590925231	-0.0305484424830441	-0.0371838439834564	-0.0372680565231171	-0.0321214544414202	-0.0247120372208372	-0.0335819635153456	-0.0319132856963617	-0.0214013984693301	-0.0305785102406735	-0.0293207678961905	-0.0268383351439112	-0.0371931710733164	-0.0340004649312764	-0.029176508083886	-0.0268517941361899	-0.034718834033679	-0.02798662498648	-0.0236527569633783	-0.0241118281064054	-0.0299442325788399	-0.0290091861260934
"HMR_4391"	0.170393280597764	0.148901080941249	0.150908531386236	0.149656633826254	0.155561489666065	0.162866233249783	0.22670107863754	0.161039185193292	0.16913097160561	0.156562209679145	0.16378378944142	0.148273690509209	0.172323284030925	0.160179717928751	0.149192459222929	0.162732711000747	0.15877303318301	0.151969919969189	0.175184096631519	0.180974245805767	0.172943800171995	0.216359199357652	0.18059444873102	0.160070267819867	0.17197230828849	0.140997412247817	0.171019052633029	0.14938161630381
