"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"	"E41"	"E42"	"E43"	"E44"	"E45"	"E46"	"E47"	"E48"	"E49"	"E50"	"E51"	"E52"	"F53"	"F54"	"F55"	"F56"	"F57"	"F58"	"F59"	"F60"	"F61"	"F62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"H72"	"H73"	"H74"	"H75"	"H76"	"H77"	"H78"	"H79"	"H80"	"I89"	"I90"	"I91"	"I92"	"I93"	"I94"	"I95"	"I96"	"I97"	"I98"
"HMR_8804"	24.04275619	20.36731324	28.43153358	21.83758518	23.74569657	14.47072486	24.94693339	25.88176638	23.35837916	22.12106663	29.70700179	23.60694925	22.35045383	29.31354829	27.09845831	20.66831773	17.52676832	21.22509756	21.57563033	13.63960456	16.84775193	21.61674603	25.28255129	14.74093887	19.57384917	23.71437991	17.89584684	17.07249926	23.07948312	29.95674006	25.25247684	36.74306604	32.07997409	42.09413358	30.08362727	41.18848782	23.7026136	35.91167333	23.62072971	14.40679172	17.73462825	15.33310995	15.54383179	17.94412961	10.67736499	19.6696684	15.9887461	8.579646657	22.39810157	20.51006962	16.56983586	21.9575954	2.605996756	21.69162729	15.83661795	20.18882179	20.22942206	18.49023752	14.28780235	17.67462429	21.97186691	16.52575058	18.41758176	20.15108388	20.06315982	10.64975164	15.61156088	19.85567998	16.97499841	19.85792699	20.57332451	16.93248179	21.63984643	16.26784159	20.17017845	19.88689386	20.07055696	20.90707226	15.95782164	7.852252364	8.719997885	10.90624849	9.856439055	9.990603303	11.45084279	10.05436896	9.97695349	10.23908779	9.265522427
"HMR_8805"	24.04275619	20.36731324	28.43153358	21.83758518	23.74569657	14.47072486	24.94693339	25.88176638	23.35837916	22.12106663	29.70700179	23.60694925	22.35045383	29.31354829	27.09845831	20.66831773	17.52676832	21.22509756	21.57563033	13.63960456	16.84775193	21.61674603	25.28255129	14.74093887	19.57384917	23.71437991	17.89584684	17.07249926	23.07948312	29.95674006	25.25247684	36.74306604	32.07997409	42.09413358	30.08362727	41.18848782	23.7026136	35.91167333	23.62072971	14.40679172	17.73462825	15.33310995	15.54383179	17.94412961	10.67736499	19.6696684	15.9887461	8.579646657	22.39810157	20.51006962	16.56983586	21.9575954	2.605996756	21.69162729	15.83661795	20.18882179	20.22942206	18.49023752	14.28780235	17.67462429	21.97186691	16.52575058	18.41758176	20.15108388	20.06315982	10.64975164	15.61156088	19.85567998	16.97499841	19.85792699	20.57332451	16.93248179	21.63984643	16.26784159	20.17017845	19.88689386	20.07055696	20.90707226	15.95782164	7.852252364	8.719997885	10.90624849	9.856439055	9.990603303	11.45084279	10.05436896	9.97695349	10.23908779	9.265522427
"HMR_8806"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_8807"	326.17796641	214.09978291	257.02007541	262.82327461	247.16172851	217.99246451	246.32679371	249.97686231	249.08892251	212.61900201	312.73077421	374.37307401	270.72471671	429.98885061	209.78028931	227.56293551	230.70696441	241.30500251	253.18148011	163.29742621	201.98922941	264.13388181	243.56358811	216.30388181	251.08308111	223.70691921	264.31178581	214.85227201	275.82147061	389.67920731	368.34347871	438.62928631	351.83036991	378.63715161	530.90510441	452.85485931	397.50326511	404.86086231	340.12648691	261.81942801	244.02848471	169.41216601	202.58602901	236.92510651	174.76630421	193.60573601	175.01805401	124.16655291	232.16493731	197.66267361	223.18760601	243.43349451	201.53041501	195.08146651	188.49357721	207.66157541	178.78195371	198.31050051	186.12345721	196.31457691	200.73987371	191.23871151	205.29134101	212.03418251	217.67712811	165.97879961	217.74591691	212.19010111	194.01267811	210.94692611	203.03047491	209.91638371	206.44079711	189.44690431	177.77712481	193.59078181	227.98218191	233.69460751	201.78245511	192.04604431	209.60989491	182.66609701	211.43981841	187.07070371	184.02130411	202.99059611	202.20281931	234.15725551	201.08606001
"HMR_8808"	79.66124699	51.86816862	59.82725832	54.78702607	71.93913637	106.69830602	56.03390657	86.95590154	64.03417734	67.79514392	66.84075401	66.06583659	100.96462234	74.47686395	121.57554259	79.60738232	83.24179085	80.49299292	104.68293363	36.687135783	43.19150948	102.39511272	60.37773635	69.74791599	56.97053224	54.85139878	56.59846325	56.4885153	53.78551981	92.23776898	126.34397538	134.10504257	71.65526921	99.14386751	104.26004816	127.9902214	86.31329102	101.10971713	65.60312078	28.045221204	62.780584	81.0286298	26.240970639	33.01928499	25.786843743	33.438436279	27.144735606	119.161759	27.997626961	18.983609772	25.460967284	31.36112201	80.35156635	31.08775297	24.864970227	28.18545991	23.822806248	37.73738533	42.17575877	25.938084999	34.55637272	18.39980477	23.152744777	23.957399723	25.445958788	29.649876717	32.039056984	31.32163602	48.16989077	30.570756029	29.20605282	33.63301176	30.26240735	36.07217047	28.39428022	31.51885065	29.839840106	36.63715519	36.07307575	40.78576822	45.90961044	30.602607678	48.64216673	43.05701687	38.77534065	36.9493253	42.08724552	32.08508042	29.446799195
"HMR_8809"	23.47778281	30.30797588	31.93915979	29.43140163	26.47128956	29.25198029	26.88080419	27.50471542	28.0904646	29.72518328	35.84214346	33.71735173	29.58528282	37.8349286	37.48701737	26.13934301	27.96824731	28.53209836	26.00464535	29.81065925	23.24989766	29.03470308	26.98474287	31.49905884	25.70240258	26.91182439	28.5017306	27.33465729	27.04262668	28.89375896	30.71908734	28.54616934	31.68022363	25.29008824	34.26398242	33.54075799	30.41090047	33.2953117	25.42383884	27.08476842	32.09967713	24.80722667	28.047726	37.71397006	34.75180114	32.39473959	27.73189295	16.44432275	26.63364001	29.89085924	27.07753664	34.31926465	7.817990248	31.91103255	27.72641522	35.14217647	34.29241941	29.46543697	25.90141708	37.98896519	35.84883547	28.11081283	36.86269352	26.86811184	31.5627758	32.37282458	29.04729444	36.00589855	34.03887116	29.00302495	31.18270557	27.76794469	29.70611309	31.8827932	31.10855887	31.81903018	28.17132393	34.11503218	31.95763754	27.796138	31.98118141	24.74253387	33.05107224	33.67769333	31.24242291	27.52936204	27.41240617	20.64752435	26.16147507
"HMR_8810"	62.39817141	50.32184332	40.140088671	44.018393697	47.82176804	65.64616383	40.031125662	49.542655106	48.42836368	42.118905881	55.054823959	53.57792856	94.31116354	75.8402848	131.18005947	57.74971128	50.425714022	63.44332439	59.69679533	20.704995272	27.967268193	63.48496988	50.41490921	35.533421057	43.52523649	40.158380093	47.13163622	26.868195555	37.300174727	62.71588483	73.30969447	78.58536432	46.32108407	72.88754667	92.91336989	87.62113322	62.87155524	82.58418883	50.51710767	22.474595072	25.183172114	27.549734138	20.705989947	27.542152411	16.01604749	22.198625765	18.969698758	41.229968616	17.013942542	15.014814166	25.562002874	31.86617075	49.07960539	34.32717916	20.901704478	22.304524255	21.161040184	39.25120594	40.87686766	17.617239154	32.175520258	16.440566296	19.463722427	20.374984812	19.247584219	18.455535513	23.825308931	28.944547568	31.728138392	21.469206158	26.261243636	31.24722176	30.874331026	29.325640852	27.272811801	24.589706496	28.074598354	32.1902541	40.9024165	29.04915699	37.11890988	24.525494098	28.77568179	25.425416805	26.860001604	27.49091321	25.668860899	35.25059992	22.626345188
"HMR_8811"	64.344190837	50.49856621	47.525864986	49.123840917	50.093095534	83.346406681	42.786891552	61.031425977	51.700550428	54.907647521	62.965927699	60.710445263	72.412886537	54.707261623	56.696051103	63.80219818	63.767603846	57.354157064	73.584921015	34.986908067	33.971194334	75.226276151	50.815424864	54.890601294	32.081101031	47.12424128	37.4623102	46.179711098	42.728682297	72.186080073	88.689635932	85.209600617	49.519087719	76.080315287	75.818703277	84.015774869	69.728915156	80.389821013	55.32539871	35.536752886	45.22330203	53.852873955	23.545176942	30.515452954	21.656919556	27.898815379	25.74459117	79.600055008	19.885494025	21.897760394	22.733006507	23.01579276	69.05891378	22.60439379	19.158525349	19.973665613	18.188734747	20.004058133	25.366579557	17.272928292	27.481839723	20.018306115	26.704117046	23.733498787	24.344931721	25.656219858	30.026416734	26.147972926	41.415441143	27.609486211	21.783520071	25.514698585	20.582887352	21.92622127	21.762988683	19.061400155	27.421700721	35.176978709	28.220147735	28.715018589	38.273720409	29.761578564	27.214012228	31.576419216	29.6671747	26.89495635	33.829621394	28.39848775	26.206894299
"HMR_8812"	23.47778281	30.30797588	31.93915979	29.43140163	26.47128956	29.25198029	26.88080419	27.50471542	28.0904646	29.72518328	35.84214346	33.71735173	29.58528282	37.8349286	37.48701737	26.13934301	27.96824731	28.53209836	26.00464535	29.81065925	23.24989766	29.03470308	26.98474287	31.49905884	25.70240258	26.91182439	28.5017306	27.33465729	27.04262668	28.89375896	30.71908734	28.54616934	31.68022363	25.29008824	34.26398242	33.54075799	30.41090047	33.2953117	25.42383884	27.08476842	32.09967713	24.80722667	28.047726	37.71397006	34.75180114	32.39473959	27.73189295	16.44432275	26.63364001	29.89085924	27.07753664	34.31926465	7.817990248	31.91103255	27.72641522	35.14217647	34.29241941	29.46543697	25.90141708	37.98896519	35.84883547	28.11081283	36.86269352	26.86811184	31.5627758	32.37282458	29.04729444	36.00589855	34.03887116	29.00302495	31.18270557	27.76794469	29.70611309	31.8827932	31.10855887	31.81903018	28.17132393	34.11503218	31.95763754	27.796138	31.98118141	24.74253387	33.05107224	33.67769333	31.24242291	27.52936204	27.41240617	20.64752435	26.16147507
"HMR_8813"	64.344190837	50.49856621	47.525864986	49.123840917	50.093095534	83.346406681	42.786891552	61.031425977	51.700550428	54.907647521	62.965927699	60.710445263	72.412886537	54.707261623	56.696051103	63.80219818	63.767603846	57.354157064	73.584921015	34.986908067	33.971194334	75.226276151	50.815424864	54.890601294	32.081101031	47.12424128	37.4623102	46.179711098	42.728682297	72.186080073	88.689635932	85.209600617	49.519087719	76.080315287	75.818703277	84.015774869	69.728915156	80.389821013	55.32539871	35.536752886	45.22330203	53.852873955	23.545176942	30.515452954	21.656919556	27.898815379	25.74459117	79.600055008	19.885494025	21.897760394	22.733006507	23.01579276	69.05891378	22.60439379	19.158525349	19.973665613	18.188734747	20.004058133	25.366579557	17.272928292	27.481839723	20.018306115	26.704117046	23.733498787	24.344931721	25.656219858	30.026416734	26.147972926	41.415441143	27.609486211	21.783520071	25.514698585	20.582887352	21.92622127	21.762988683	19.061400155	27.421700721	35.176978709	28.220147735	28.715018589	38.273720409	29.761578564	27.214012228	31.576419216	29.6671747	26.89495635	33.829621394	28.39848775	26.206894299
"HMR_8814"	64.344190837	50.49856621	47.525864986	49.123840917	50.093095534	83.346406681	42.786891552	61.031425977	51.700550428	54.907647521	62.965927699	60.710445263	72.412886537	54.707261623	56.696051103	63.80219818	63.767603846	57.354157064	73.584921015	34.986908067	33.971194334	75.226276151	50.815424864	54.890601294	32.081101031	47.12424128	37.4623102	46.179711098	42.728682297	72.186080073	88.689635932	85.209600617	49.519087719	76.080315287	75.818703277	84.015774869	69.728915156	80.389821013	55.32539871	35.536752886	45.22330203	53.852873955	23.545176942	30.515452954	21.656919556	27.898815379	25.74459117	79.600055008	19.885494025	21.897760394	22.733006507	23.01579276	69.05891378	22.60439379	19.158525349	19.973665613	18.188734747	20.004058133	25.366579557	17.272928292	27.481839723	20.018306115	26.704117046	23.733498787	24.344931721	25.656219858	30.026416734	26.147972926	41.415441143	27.609486211	21.783520071	25.514698585	20.582887352	21.92622127	21.762988683	19.061400155	27.421700721	35.176978709	28.220147735	28.715018589	38.273720409	29.761578564	27.214012228	31.576419216	29.6671747	26.89495635	33.829621394	28.39848775	26.206894299
"HMR_8815"	64.344190837	50.49856621	47.525864986	49.123840917	50.093095534	83.346406681	42.786891552	61.031425977	51.700550428	54.907647521	62.965927699	60.710445263	72.412886537	54.707261623	56.696051103	63.80219818	63.767603846	57.354157064	73.584921015	34.986908067	33.971194334	75.226276151	50.815424864	54.890601294	32.081101031	47.12424128	37.4623102	46.179711098	42.728682297	72.186080073	88.689635932	85.209600617	49.519087719	76.080315287	75.818703277	84.015774869	69.728915156	80.389821013	55.32539871	35.536752886	45.22330203	53.852873955	23.545176942	30.515452954	21.656919556	27.898815379	25.74459117	79.600055008	19.885494025	21.897760394	22.733006507	23.01579276	69.05891378	22.60439379	19.158525349	19.973665613	18.188734747	20.004058133	25.366579557	17.272928292	27.481839723	20.018306115	26.704117046	23.733498787	24.344931721	25.656219858	30.026416734	26.147972926	41.415441143	27.609486211	21.783520071	25.514698585	20.582887352	21.92622127	21.762988683	19.061400155	27.421700721	35.176978709	28.220147735	28.715018589	38.273720409	29.761578564	27.214012228	31.576419216	29.6671747	26.89495635	33.829621394	28.39848775	26.206894299
"HMR_8816"	155.9954285	112.925927583	104.586544862	103.052808609	134.50388468	102.971939107	116.46736921	127.44420932	124.4437786	119.246374774	159.513683471	123.510213599	151.86681198	185.08438042	191.35529779	114.36292938	131.63721728	133.43975266	157.23003327	59.130141603	74.558960329	158.82619705	116.95057388	85.962948735	87.67583556	97.864640008	103.45166337	70.808890365	108.869884987	149.68706563	139.2353852	173.2785838	115.92763219	178.71102218	168.4832425	203.42961353	138.45158728	169.93690771	131.8974334	68.576328543	90.269257772	60.085845475	46.459423424	70.420276048	59.53134629	59.370284812	61.199861455	60.295850053	61.881934454	53.98117105	75.372546001	72.390319953	109.88619614	72.39491119	61.126385126	63.578651911	59.401745901	84.34143425	90.38754099	58.647616958	78.296033443	58.43641697	64.943311433	66.946378646	61.698294291	64.624629246	70.659991531	78.653661856	78.031668067	66.410830388	64.785802252	73.19736254	62.527473992	66.213923756	61.843294927	67.615439117	70.851484195	85.951297015	69.45851837	53.503910997	62.807552275	46.012431404	54.274417609	53.410567527	55.436619834	57.519449157	58.336118776	65.798514482	53.38273211
"HMR_8817"	167.4204458	165.7660721	125.212375049	136.517084505	136.775212179	215.63243217	127.780513408	137.1819036	132.699757455	155.0449759	221.99525787	159.148781928	198.95779706	165.826060915	174.008364276	161.32917054	177.04936402	172.93235221	207.34117466	109.041270698	106.416527601	212.39021822	136.125261283	189.14952077	119.756936583	121.426760637	118.461899814	127.623928863	142.939598154	179.9337096	202.38697508	185.19267783	128.669677969	187.8692269	200.28380133	182.2891032	188.65193399	182.38572514	143.407280043	127.932310367	137.44336891	124.28545216	85.691825424	112.933257495	84.210161587	100.114597905	75.743297165	149.19052226	61.52299052	59.837226102	76.079795083	81.336897706	88.603889376	82.936469342	73.525980066	85.201848251	75.061802887	77.042656286	91.992053544	75.05976807	90.81251488	70.277032065	80.332591257	92.918886744	83.881950667	85.863622552	92.581451561	96.272082105	138.91058904	91.538075709	69.626584482	75.450608643	77.65867767	80.087835477	73.366789303	87.37725816	87.730097149	95.840674048	88.649898576	104.397365742	119.275430404	99.729774644	99.818846348	98.778985902	105.541630329	91.277521581	93.71555818	105.621531465	103.200054835
"HMR_8818"	247.709441	231.904614176	209.346000866	189.030255913	208.094895571	297.550398193	174.048372422	232.89318814	198.948953503	249.553282798	217.151724976	261.717734341	335.773580886	252.403284907	290.83065107	240.725112244	272.555749252	260.906322125	271.118990969	131.333145167	150.64953445	291.894334618	200.207767516	241.945357097	186.858342808	196.186057781	191.766528422	169.185668852	185.634976705	240.910170811	326.283214413	288.03513763	210.968303045	238.071312346	283.890904389	327.049703586	257.710020442	266.615689821	191.40003492	188.632926097	177.523628727	160.935324709	105.107275821	132.442282116	98.110882019	106.497204588	109.166099728	259.772634596	90.812815626	80.347295707	109.219466777	132.346820835	376.132197004	131.241504006	116.760111488	121.957696075	122.529964284	140.460927029	155.790529209	111.441949225	132.783542359	101.880400419	115.103003432	126.727927466	115.93407182	123.863872714	127.938645158	133.676267965	159.085063597	106.387972861	120.575817516	125.817286336	141.855034401	149.620616531	117.071551441	131.053379759	136.068703601	150.066318574	154.832864088	215.456615797	245.432588812	177.918351997	222.038690547	227.739909081	174.81216075	173.000508999	183.411275827	184.016989809	158.013492596
"HMR_8819"	96.73599812	152.11422877	101.59765212	138.23320123	113.64896857	183.27514616	127.58712633	133.67975039	77.42497229	76.18929866	183.2469947	172.50123746	110.33114201	142.98876165	146.1258638	152.92440704	168.47243487	125.32086288	152.54793165	152.15148892	107.67245092	161.19266184	100.07885153	180.26616554	95.30525919	114.19444575	112.41224297	182.38653575	128.6522991	86.10146899	101.05070295	75.77363814	83.89762691	81.163539	92.93825296	114.38818763	86.27602276	80.76961544	84.77618128	172.68940995	142.40906478	103.84130556	113.19465695	108.86453044	99.924019473	104.65066429	83.55700642	102.95575978	79.972708789	89.950115854	127.50690759	63.395642329	56.89759563	75.151108054	62.869564268	91.190361986	78.788275378	68.986968018	74.113199289	83.323228771	71.901744	70.447400635	92.996399334	85.97795786	89.22397085	87.61841117	95.24684	109.13632547	184.23650097	85.96392077	53.046905336	78.697933912	83.33287904	80.577502949	68.897168763	74.619628148	73.97088401	99.22562861	81.59486166	95.2085598	119.72321405	122.2747808	92.292111071	96.964249179	120.58727028	98.986511931	95.095864855	124.940319186	95.387947697
"HMR_8820"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_8821"	64.344190837	50.49856621	47.525864986	49.123840917	50.093095534	83.346406681	42.786891552	61.031425977	51.700550428	54.907647521	62.965927699	60.710445263	72.412886537	54.707261623	56.696051103	63.80219818	63.767603846	57.354157064	73.584921015	34.986908067	33.971194334	75.226276151	50.815424864	54.890601294	32.081101031	47.12424128	37.4623102	46.179711098	42.728682297	72.186080073	88.689635932	85.209600617	49.519087719	76.080315287	75.818703277	84.015774869	69.728915156	80.389821013	55.32539871	35.536752886	45.22330203	53.852873955	23.545176942	30.515452954	21.656919556	27.898815379	25.74459117	79.600055008	19.885494025	21.897760394	22.733006507	23.01579276	69.05891378	22.60439379	19.158525349	19.973665613	18.188734747	20.004058133	25.366579557	17.272928292	27.481839723	20.018306115	26.704117046	23.733498787	24.344931721	25.656219858	30.026416734	26.147972926	41.415441143	27.609486211	21.783520071	25.514698585	20.582887352	21.92622127	21.762988683	19.061400155	27.421700721	35.176978709	28.220147735	28.715018589	38.273720409	29.761578564	27.214012228	31.576419216	29.6671747	26.89495635	33.829621394	28.39848775	26.206894299
"HMR_8822"	292.844536808	273.257770753	251.758636083	234.249931294	248.48322815	346.365804781	214.224538378	273.039822442	239.42338635	286.339431534	284.96118556	312.870126901	398.432367617	312.734657526	355.269118827	279.735901189	313.078631998	313.621113584	319.363618877	176.408070986	183.272908624	344.912248529	244.965392963	290.590455337	232.634884622	243.15803979	235.9619295	203.330667355	221.569698607	293.865956448	391.311401923	342.982939356	259.587952229	282.139921241	361.451422307	385.445583511	309.028414968	331.349540438	240.564810727	244.723368472	428.113925806	202.072936748	134.130076129	168.278378145	125.710863205	132.429053122	139.653115582	289.086427302	114.215960207	99.27539784	139.631177691	170.34572632	410.010154702	168.951288397	143.680717471	157.960497269	148.304732294	175.332866186	191.166210925	140.019750828	166.183501014	126.498657709	151.139796417	158.074057937	150.310583437	149.580602509	162.479903516	170.660967628	194.812547152	139.353873576	154.622652569	156.931964204	181.018149778	181.013742249	144.913224026	162.872409925	174.976566421	180.66365288	196.323200329	251.105006135	283.164255292	206.459081847	256.19061181	262.258112041	211.628538869	208.95016472	207.28815964	223.553416543	192.925738821
"HMR_8823"	25.48657706	27.03860239	29.24668615	25.95626529	14.66038658	42.91532565	15.66435353	13.58152098	23.81145117	17.0351964	10.009968	25.48013546	35.07600124	28.97269308	18.96402056	17.44384872	24.48775431	23.60277243	19.99383925	8.312224387	22.14713572	22.20836223	16.32101331	27.07677718	15.19631102	20.17435209	14.37742717	12.0347126	16.45204136	31.84111565	36.18569783	37.79150632	23.38540167	35.75060647	36.80205519	60.63557225	29.4419257	32.07152965	17.46010682	14.02261061	5.852427331	9.349457293	11.7869278	13.40593404	17.92991479	9.834834206	10.07200673	12.39282294	7.53782265	12.15617117	12.83151923	7.142832244	5.211993502	8.286487989	7.433178938	10.07648122	11.5343196	9.839834004	10.1619129	18.13370544	7.278606071	9.28508667	8.837135647	10.07554195	15.94450303	12.88861989	11.8038631	17.19893407	17.24162143	13.80474311	8.269669661	9.741975828	8.678190349	7.562642082	10.14197531	7.229323688	7.351143762	9.092917145	13.816114	12.27958614	15.36605032	15.27417387	13.61980669	14.11674157	14.29840687	15.57177602	16.51524825	26.57473165	10.90818449
"HMR_8824"	42.3102289	37.28853008	37.44761503	29.73172206	37.86922391	42.54268896	32.92415045	38.56639445	37.50429413	34.0703928	59.57545466	46.25329018	51.35436646	58.11581375	44.3963892	34.09479522	41.80735041	44.07397307	44.22687858	25.46563287	27.59968088	55.24785193	37.24795675	36.03771633	32.20617355	27.48279662	30.90640592	30.55324321	37.73312319	42.51924395	36.87922304	45.84543389	33.82888233	51.75645965	49.49241905	49.38248406	40.21245295	41.65078916	37.41451461	22.28250452	24.47378699	22.56335692	25.75343348	30.41112662	26.89487219	24.72758313	24.11861699	13.1077935	29.72055785	27.22649296	30.00756859	32.22691985	15.20164769	28.04519799	29.7656059	24.16921117	29.2350639	32.54714322	29.33965828	28.6925719	31.4952767	25.04417871	31.63199019	33.36123886	28.25969461	26.80590895	26.49069737	35.65632671	39.46020573	29.7433424	27.99585727	29.19279149	31.0412193	26.98611848	24.83483697	29.01735456	29.93656568	37.2345001	35.02321906	28.81943684	32.21685702	31.28085696	30.08133995	30.08642484	29.04111451	26.95262959	33.29687145	30.7823975	30.16593696
"HMR_8825"	96.73599812	152.11422877	101.59765212	138.23320123	113.64896857	183.27514616	127.58712633	133.67975039	77.42497229	76.18929866	183.2469947	172.50123746	110.33114201	142.98876165	146.1258638	152.92440704	168.47243487	125.32086288	152.54793165	152.15148892	107.67245092	161.19266184	100.07885153	180.26616554	95.30525919	114.19444575	112.41224297	182.38653575	128.6522991	86.10146899	101.05070295	75.77363814	83.89762691	81.163539	92.93825296	114.38818763	86.27602276	80.76961544	84.77618128	172.68940995	142.40906478	103.84130556	113.19465695	108.86453044	99.924019473	104.65066429	83.55700642	102.95575978	79.972708789	89.950115854	127.50690759	63.395642329	56.89759563	75.151108054	62.869564268	91.190361986	78.788275378	68.986968018	74.113199289	83.323228771	71.901744	70.447400635	92.996399334	85.97795786	89.22397085	87.61841117	95.24684	109.13632547	184.23650097	85.96392077	53.046905336	78.697933912	83.33287904	80.577502949	68.897168763	74.619628148	73.97088401	99.22562861	81.59486166	95.2085598	119.72321405	122.2747808	92.292111071	96.964249179	120.58727028	98.986511931	95.095864855	124.940319186	95.387947697
"HMR_8826"	129.94387806	94.98855412	108.56350135	98.07607014	104.64625232	113.84050927	100.80301568	130.64739823	112.61356503	111.6916355	95.41759811	108.90896727	146.82827036	154.23698369	159.69959424	122.26552144	111.95585808	121.66736248	135.68603878	70.99395275	72.96608196	136.16274544	100.42930274	93.29462622	91.86576493	93.82976959	95.02264357	82.51707975	107.90407689	137.75268693	155.63521668	150.59414873	113.77897349	124.81204677	193.71467182	143.39493435	130.02896043	145.58786482	121.76997041	73.18650188	89.20518008	71.42985364	52.539298595	69.32484953	52.37952634	67.03744126	57.541419553	108.19887717	55.636309978	55.72966142	52.033325996	67.43603228	69.92757936	63.9294494	58.41294592	58.02045053	55.231645745	69.635748272	77.70425121	57.7868398	69.04472106	51.621674474	51.013122545	62.24445908	64.47125134	62.385761	61.84789097	65.5796754	72.25483615	54.39155878	65.95565796	63.62106658	66.64405147	67.57411119	62.50967471	60.7863548	71.86710275	70.88493067	67.31681073	80.151448238	87.506357072	64.623591729	78.877113519	73.601901521	73.006696063	74.80219809	66.472663358	76.272085194	66.221233752
"HMR_8827"	96.73599812	152.11422877	101.59765212	138.23320123	113.64896857	183.27514616	127.58712633	133.67975039	77.42497229	76.18929866	183.2469947	172.50123746	110.33114201	142.98876165	146.1258638	152.92440704	168.47243487	125.32086288	152.54793165	152.15148892	107.67245092	161.19266184	100.07885153	180.26616554	95.30525919	114.19444575	112.41224297	182.38653575	128.6522991	86.10146899	101.05070295	75.77363814	83.89762691	81.163539	92.93825296	114.38818763	86.27602276	80.76961544	84.77618128	172.68940995	142.40906478	103.84130556	113.19465695	108.86453044	99.924019473	104.65066429	83.55700642	102.95575978	79.972708789	89.950115854	127.50690759	63.395642329	56.89759563	75.151108054	62.869564268	91.190361986	78.788275378	68.986968018	74.113199289	83.323228771	71.901744	70.447400635	92.996399334	85.97795786	89.22397085	87.61841117	95.24684	109.13632547	184.23650097	85.96392077	53.046905336	78.697933912	83.33287904	80.577502949	68.897168763	74.619628148	73.97088401	99.22562861	81.59486166	95.2085598	119.72321405	122.2747808	92.292111071	96.964249179	120.58727028	98.986511931	95.095864855	124.940319186	95.387947697
"HMR_8829"	42.3102289	37.28853008	37.44761503	29.73172206	37.86922391	42.54268896	32.92415045	38.56639445	37.50429413	34.0703928	59.57545466	46.25329018	51.35436646	58.11581375	44.3963892	34.09479522	41.80735041	44.07397307	44.22687858	25.46563287	27.59968088	55.24785193	37.24795675	36.03771633	32.20617355	27.48279662	30.90640592	30.55324321	37.73312319	42.51924395	36.87922304	45.84543389	33.82888233	51.75645965	49.49241905	49.38248406	40.21245295	41.65078916	37.41451461	22.28250452	24.47378699	22.56335692	25.75343348	30.41112662	26.89487219	24.72758313	24.11861699	13.1077935	29.72055785	27.22649296	30.00756859	32.22691985	15.20164769	28.04519799	29.7656059	24.16921117	29.2350639	32.54714322	29.33965828	28.6925719	31.4952767	25.04417871	31.63199019	33.36123886	28.25969461	26.80590895	26.49069737	35.65632671	39.46020573	29.7433424	27.99585727	29.19279149	31.0412193	26.98611848	24.83483697	29.01735456	29.93656568	37.2345001	35.02321906	28.81943684	32.21685702	31.28085696	30.08133995	30.08642484	29.04111451	26.95262959	33.29687145	30.7823975	30.16593696
