"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"	"E41"	"E42"	"E43"	"E44"	"E45"	"E46"	"E47"	"E48"	"E49"	"E50"	"E51"	"E52"	"F53"	"F54"	"F55"	"F56"	"F57"	"F58"	"F59"	"F60"	"F61"	"F62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"H72"	"H73"	"H74"	"H75"	"H76"	"H77"	"H78"	"H79"	"H80"	"I89"	"I90"	"I91"	"I92"	"I93"	"I94"	"I95"	"I96"	"I97"	"I98"
"HMR_4604"	164.28170481	124.94308421	98.4605498	216.57392911	89.28381906	147.68834211	140.01224621	103.09997361	126.50777331	89.17554983	315.31399171	207.22722791	103.03171631	154.74826651	718.77068061	105.98459601	78.0624858	157.27449331	105.09419931	78.2860405	78.60242079	68.35442636	77.19939423	90.30764651	135.14085641	92.38330661	169.23851751	258.83961301	140.14208501	287.10153131	358.63412581	205.54195051	168.64472351	149.80806421	217.90101231	90.3524653	233.93287031	315.44037381	121.01867491	1381.51527901	2441.52627001	116.93054571	110.35546991	151.32534871	121.68166891	90.52061679	98.05527618	47.90302712	185.43043701	197.94021171	90.02270574	140.37950081	139.42082591	151.50134071	224.78788221	117.43941621	199.89863111	113.86093621	79.15595305	103.12110341	178.63195811	323.78545321	277.41998701	564.23034841	395.06482151	336.37482581	222.80471541	276.37148911	1031.65330601	240.03704721	97.5821019	83.70146571	103.91576641	150.00146901	161.32892121	158.46977681	188.61487261	171.70347901	337.96986441	109.20060521	120.76018681	177.07732291	126.34162781	125.61798711	114.06412711	253.01252351	154.13424491	108.21387051	112.76080221
"HMR_5351"	79.535697356	54.739915604	66.52139002	40.414548601	76.151416448	33.84783283	56.372333957	83.838131	65.846465384	42.267038026	89.121005345	85.061865951	81.973196257	91.008341756	65.320515234	53.943780653	45.370712298	64.951118205	88.453757157	18.891419048	28.824971933	71.449034213	57.22367549	30.800803844	40.773641068	40.120315276	38.702616423	29.993489142	56.916070181	94.798587075	74.49276689	98.172134932	70.006298574	95.194916851	106.773237865	97.563182007	80.83485675	96.045791408	69.179287236	27.468949533	25.537864679	22.064719198	26.613793171	30.88059513	17.325535643	28.581232444	32.383985733	17.397616824	35.463660811	36.496267316	34.554169878	41.221597485	24.322636302	35.150458741	32.413264767	33.922958098	35.800753515	45.901203644	41.564515893	28.864727332	42.651271052	42.592140645	33.42144132	37.391455637	28.87137631	25.414180049	36.825877029	30.482663616	41.593189818	30.52720794	36.870624697	42.049548691	31.931290101	30.577013276	41.55934432	32.919688458	35.135565376	28.93804286	38.214783385	36.629921895	34.903559074	23.738724925	32.948667676	27.985150721	24.618302223	32.354690156	25.911019974	33.062092609	33.012208557
"HMR_7709"	68.48732898	85.26879509	60.12367743	107.42890621	64.25791974	235.94113181	90.2634198	97.29152441	60.51028394	83.99092484	81.53280381	67.3146274	53.09847701	56.07068247	204.09598341	90.81373362	107.06659411	86.52416818	73.26856279	206.44542721	102.00547981	91.5184763	80.70390629	240.47126321	137.20455291	95.77107517	104.48947061	176.88228741	74.43383082	59.91348011	90.89259837	59.76109574	77.25177559	71.4171927	80.27277216	77.73371108	66.37477172	56.63156945	81.53058483	161.74024821	179.29709161	378.59069021	159.45332971	172.76441051	144.64807661	179.19469331	85.86046984	365.11162951	95.19193164	75.12957841	96.0848408	70.41822486	35.61528887	121.00420141	76.10785859	108.58215341	131.97923381	77.15078633	86.18524618	87.62711456	83.39786011	126.41347341	112.29494161	124.71281911	151.45238931	167.24950861	134.35733571	156.32852261	242.62694051	109.17505031	104.92395491	66.70271199	88.28389788	77.69390561	73.61058678	108.13967561	66.45047051	85.28758044	76.13560689	169.36640051	141.02829001	172.87217741	162.84885391	199.37270851	297.68152141	231.13513941	133.62337211	137.58937041	165.05347291
"HMR_4052"	41.93357998	35.21203611	45.57443913	31.104615426	42.24669145	37.20156305	39.93443212	41.897710921	43.89764359	39.501904692	43.59179609	43.227374011	46.638808275	47.719729773	61.498309534	43.186740608	33.64476565	39.89854405	59.76006698	34.193468466	36.329879602	48.37600215	36.04640976	34.641206329	39.46037963	37.07513006	37.56355969	48.09220419	71.569710255	58.657229721	50.464158081	55.37670913	46.47099049	58.52008791	51.55771356	44.62996624	49.268640211	52.70702701	44.83731388	31.88703233	49.12492025	33.40872737	44.767382693	47.62497187	32.33428454	42.39014251	36.40375523	36.70182178	50.18036216	41.74173844	44.45565715	50.33652481	20.84797398	47.982881809	44.171501332	55.1875608	56.47380324	50.76705562	48.74661974	48.08875049	45.304220911	52.04759588	46.93867995	52.39281807	57.04951337	53.55130794	49.06490559	47.26211148	39.015834033	44.549691463	45.543692864	46.78799272	55.24001929	45.26703745	50.46607903	47.65350038	42.414164948	51.039804956	40.60845663	49.87015592	47.417934407	43.733513803	47.182901722	51.538523312	47.84311563	49.71433674	52.74224437	47.313443796	44.283746853
"HMR_4304"	7.658528089	6.84801205	6.150696673	6.220923094	9.00271627	10.74435795	12.52181347	15.71698025	5.587888127	8.542286898	4.843532909	9.846235198	13.24232092	15.33848457	7.742416668	8.88050481	7.126723766	8.930778762	12.68596446	2.229187456	3.247021289	9.010769928	7.209281961	4.538657501	3.251885494	3.387768567	5.239660963	4.571324947	5.6949374	12.5625039	14.80880306	17.39457731	8.844478844	12.60303401	15.35285197	17.69903191	9.577942924	15.23397659	8.083939308	3.073448908	3.192233094	5.60967438	2.695793714	2.503832047	2.41751661	2.809952637	2.122799632	10.24791128	1.435775751	1.526459859	2.020711699	2.429043968	1.737331174	2.380351849	2.039190689	1.362655832	1.951961787	2.595121063	3.438241214	1.66416918	3.265169084	1.022211385	1.927101239	4.030216784	1.875823894	2.722947871	3.154949593	2.796574654	2.932853138	2.612885139	2.380051275	2.982237505	1.613253342	3.101227334	2.047898869	2.12627168	2.369776614	1.991149748	3.107575801	2.923710993	4.053620644	1.465018462	3.353749399	2.254094061	2.44365429	1.749421759	3.026988323	1.810729274	1.604812716
"HMR_4306"	7.658528089	6.84801205	6.150696673	6.220923094	9.00271627	10.74435795	12.52181347	15.71698025	5.587888127	8.542286898	4.843532909	9.846235198	13.24232092	15.33848457	7.742416668	8.88050481	7.126723766	8.930778762	12.68596446	2.229187456	3.247021289	9.010769928	7.209281961	4.538657501	3.251885494	3.387768567	5.239660963	4.571324947	5.6949374	12.5625039	14.80880306	17.39457731	8.844478844	12.60303401	15.35285197	17.69903191	9.577942924	15.23397659	8.083939308	3.073448908	3.192233094	5.60967438	2.695793714	2.503832047	2.41751661	2.809952637	2.122799632	10.24791128	1.435775751	1.526459859	2.020711699	2.429043968	1.737331174	2.380351849	2.039190689	1.362655832	1.951961787	2.595121063	3.438241214	1.66416918	3.265169084	1.022211385	1.927101239	4.030216784	1.875823894	2.722947871	3.154949593	2.796574654	2.932853138	2.612885139	2.380051275	2.982237505	1.613253342	3.101227334	2.047898869	2.12627168	2.369776614	1.991149748	3.107575801	2.923710993	4.053620644	1.465018462	3.353749399	2.254094061	2.44365429	1.749421759	3.026988323	1.810729274	1.604812716
"HMR_4350"	54.30021958	45.10851803	55.05985086	42.64550032	53.72721952	43.22585623	49.21701198	50.22600208	46.51539298	72.18973082	34.711985788	39.7931993	58.07242194	46.0154537	33.71381432	50.64002143	50.50858291	39.89854404	43.05635318	26.14572396	25.57795066	46.19157307	40.75246881	32.66281717	24.26406862	36.08544486	27.76767182	36.01084543	42.59546739	50.20169826	45.44629919	38.125100951	36.67710433	49.95002478	35.980914001	40.53296812	34.58494563	44.30935017	35.79171638	29.96612676	28.90744405	27.4250747	33.49667072	33.07144816	23.067137565	26.57412343	29.67402877	20.495822551	24.049243668	32.16667211	27.68375015	30.32697457	16.938978863	27.49037914	24.470288165	31.34108392	27.19437659	30.70893248	29.26325292	26.339781	27.34579101	30.49597271	23.31792488	32.46563513	25.89452537	27.53202838	29.31927286	26.91703095	28.1731649	26.17239939	28.52027535	27.73480871	28.87167172	27.36697096	26.37888769	29.39257897	27.73605884	34.77874876	25.61650315	28.69413495	29.05880374	32.0947561	31.97582434	28.34809807	31.16164095	29.93241389	32.81255332	25.2590219	29.33325112
"HMR_4351"	7.030779885	5.434228919	5.06382658	5.70608808	5.07951423	5.527444268	6.575160745	5.936576784	3.423210748	4.345209525	4.682081812	6.003801954	7.880795867	5.794538623	5.439292726	6.501798167	5.759387231	4.987318014	8.921301696	2.493667323	3.859666814	6.598796162	5.457025931	4.305905835	3.752175568	4.415518578	3.948730004	5.457602231	7.793072229	8.745435412	9.179010168	8.339865841	5.696444005	7.813881092	6.892609398	7.975489691	6.931896438	9.959053951	5.890156525	1.920905571	4.611003354	4.113761214	3.355402812	3.494932228	2.115327035	2.448673014	3.613275963	4.528146852	3.948383298	3.385965494	3.233138712	4.593538585	3.474662338	3.418400019	3.831705077	3.119764655	2.617403302	3.730486524	5.501185936	3.730034356	3.945412641	2.385159886	3.2760721	1.343405601	2.038939015	3.146517538	3.7533021	3.076232118	4.265968195	4.006423875	3.227188167	2.584605839	3.059618399	2.12189239	2.551747001	3.602154368	4.352650916	3.119467932	2.897604464	2.422503396	2.286053507	2.251787631	3.840171067	2.502426456	3.231278397	2.403051863	2.130999782	2.813795125	2.47534791
"HMR_4352"	7.030779885	5.434228919	5.06382658	5.70608808	5.07951423	5.527444268	6.575160745	5.936576784	3.423210748	4.345209525	4.682081812	6.003801954	7.880795867	5.794538623	5.439292726	6.501798167	5.759387231	4.987318014	8.921301696	2.493667323	3.859666814	6.598796162	5.457025931	4.305905835	3.752175568	4.415518578	3.948730004	5.457602231	7.793072229	8.745435412	9.179010168	8.339865841	5.696444005	7.813881092	6.892609398	7.975489691	6.931896438	9.959053951	5.890156525	1.920905571	4.611003354	4.113761214	3.355402812	3.494932228	2.115327035	2.448673014	3.613275963	4.528146852	3.948383298	3.385965494	3.233138712	4.593538585	3.474662338	3.418400019	3.831705077	3.119764655	2.617403302	3.730486524	5.501185936	3.730034356	3.945412641	2.385159886	3.2760721	1.343405601	2.038939015	3.146517538	3.7533021	3.076232118	4.265968195	4.006423875	3.227188167	2.584605839	3.059618399	2.12189239	2.551747001	3.602154368	4.352650916	3.119467932	2.897604464	2.422503396	2.286053507	2.251787631	3.840171067	2.502426456	3.231278397	2.403051863	2.130999782	2.813795125	2.47534791
"HMR_4354"	107.53326721	135.76736132	166.73575291	158.35466963	148.79259953	152.0978763	152.67909998	132.22763808	149.21171513	153.95867356	94.77179373	124.4708219	114.52992669	123.38958695	202.87091751	122.3183816	132.88025048	167.42310562	161.81722742	243.926002667	186.30550395	123.64778722	155.19981976	213.89878125	196.92668052	179.05689088	230.1147716	247.87776238	179.57369835	125.09354838	141.84630361	126.14642775	155.55289609	97.88356411	126.50550951	126.73380865	131.74330041	114.06492714	129.52333968	267.00587294	399.73852061	237.72553385	224.03766405	224.19729359	234.19692062	240.13052312	175.56004537	195.66360828	192.32216053	198.66181095	195.20074917	227.92128311	92.078551704	226.75983306	223.94918287	271.41952416	225.54031079	200.63529649	251.98487759	255.01957896	213.73252566	254.10471109	218.64339946	246.73882699	263.18624675	253.41568089	232.21516844	227.99074781	222.89683773	243.73863446	207.79057743	241.2961494	202.99177271	227.69537461	198.95499947	201.12028501	172.07479919	191.61497647	195.23134932	300.43218719	250.82956054	278.21785609	280.30688597	269.13500918	263.26840657	282.25285839	253.17730249	230.21012632	294.25603547
"HMR_4398"	29.3158411	31.8984819	50.16893544	29.60301331	42.94873813	23.28979323	49.07197167	60.43349739	43.99832626	33.28035471	42.94599171	42.72305464	33.52568075	55.38897205	41.60323889	36.3413515	27.38816514	40.30448853	51.85111158	36.87604997	34.21625255	38.22750875	35.6458941	36.73597133	41.58661245	31.59379666	40.62635667	48.27878889	61.64519948	38.89544475	29.65840172	34.45555999	39.67523275	33.86015137	32.24845404	34.7425441	34.13772651	32.4091247	35.49119819	42.0678318	53.20388474	28.79632844	56.98449033	45.69493468	47.94741258	52.90739377	47.96623828	14.77605812	54.77484453	58.22750481	53.85196651	65.99303587	21.71663956	55.08814256	52.21314845	57.1598258	62.64022795	57.68737843	51.42080734	59.91009011	61.42599322	63.12155244	47.46175029	57.99034137	53.37942315	45.38246436	51.45831562	47.89134078	34.83874019	46.90128808	49.37597881	50.23413382	52.6254363	55.93090684	57.87752253	56.3837217	55.56884324	53.23006966	49.30126999	44.39863965	49.23263666	52.33371472	50.40864541	52.37903295	48.40858935	54.27052305	56.20511901	49.6322194	53.92776283
"HMR_4404"	75.643658492	58.671999939	89.19745242	72.977863216	72.18691754	65.584057722	105.39595885	125.949387881	73.649372218	64.783123692	31.80586604	83.212694945	102.127362685	105.15383311	65.957549514	115.20869171	77.316665871	106.24147191	150.143609282	39.25636877	23.923807735	68.126881666	97.02491959	67.381607387	34.394942629	60.9037044	32.880770914	60.68667086	196.19225831	79.965169018	77.430050135	86.686948275	59.213036274	62.427028446	73.778291836	113.787294577	57.169511412	77.815658769	52.380320446	41.10737902	137.97540771	49.1158156	28.649977786	22.117183	29.21165893	27.417109221	25.563927378	153.95699261	36.75585898	28.78070662	40.3131982	35.329362141	43.43327911	34.20189748	23.878265059	28.579912905	27.638004261	39.46746603	31.0205762	31.50444394	29.318497321	33.221869713	21.22564355	33.13733793	23.203125881	25.29316014	24.641244165	25.378914897	25.862432139	28.436899834	44.29315746	33.06970024	26.59086528	30.359383292	37.707344082	31.994134907	33.031784107	31.52653752	28.136159202	30.552779779	37.001072077	22.49074625	39.937779	33.314745978	28.63720472	39.23703066	25.208758679	19.08430484	28.924478075
"HMR_4473"	49.7176577	53.3703132	50.95938642	42.6025974	65.86849742	70.55254694	74.69575983	81.61725336	60.4599426	53.57445824	47.46662242	73.07827727	66.01781448	57.43410332	58.95017241	70.96474819	53.69903482	68.6046186	72.82566129	37.93396944	28.57991372	55.33886981	65.88482672	43.67972937	35.27045026	53.48106543	33.84264104	44.31386419	84.79129005	72.0411281	84.24291546	86.59163552	50.46849505	42.26217404	54.59344766	83.5241351	51.95195496	60.21851685	42.04249472	54.16953683	111.37346541	31.04019819	32.40688177	28.42892626	24.88027502	20.11123239	29.85469257	64.10902635	26.92079515	34.6645155	25.96614521	44.90123833	31.27196096	34.39876868	32.19947864	31.09006837	40.23703028	35.46665441	29.64527972	26.28239586	37.20932258	36.88479381	24.72195578	33.58513979	40.20787718	32.9779241	29.15608581	30.97206419	45.41478632	24.47402406	37.67742174	42.41404439	40.77636872	36.99709791	40.55164805	34.52064595	47.3713507	37.96458834	40.81842797	25.77042396	23.19048085	32.93578521	30.03013767	27.25925603	32.95903956	37.91054604	39.4477117	24.13871459	24.57937198
"HMR_4474"	49.7176577	53.3703132	50.95938642	42.6025974	65.86849742	70.55254694	74.69575983	81.61725336	60.4599426	53.57445824	47.46662242	73.07827727	66.01781448	57.43410332	58.95017241	70.96474819	53.69903482	68.6046186	72.82566129	37.93396944	28.57991372	55.33886981	65.88482672	43.67972937	35.27045026	53.48106543	33.84264104	44.31386419	84.79129005	72.0411281	84.24291546	86.59163552	50.46849505	42.26217404	54.59344766	83.5241351	51.95195496	60.21851685	42.04249472	54.16953683	111.37346541	31.04019819	32.40688177	28.42892626	24.88027502	20.11123239	29.85469257	64.10902635	26.92079515	34.6645155	25.96614521	44.90123833	31.27196096	34.39876868	32.19947864	31.09006837	40.23703028	35.46665441	29.64527972	26.28239586	37.20932258	36.88479381	24.72195578	33.58513979	40.20787718	32.9779241	29.15608581	30.97206419	45.41478632	24.47402406	37.67742174	42.41404439	40.77636872	36.99709791	40.55164805	34.52064595	47.3713507	37.96458834	40.81842797	25.77042396	23.19048085	32.93578521	30.03013767	27.25925603	32.95903956	37.91054604	39.4477117	24.13871459	24.57937198
"HMR_4476"	388.76446226	403.9885296	427.0658418	407.62062226	345.90252938	342.8878623	347.80666415	469.58749379	350.37568729	377.68758618	380.05588151	378.14346164	349.20969189	502.42058326	419.07055227	257.29676854	311.62842652	330.84475832	336.41532674	309.40366099	314.22588948	289.02727144	314.60505399	336.86924501	308.92912091	293.17520706	350.70291063	216.25165725	244.58257423	462.78331645	348.2720432	669.90567995	348.43249106	391.53425638	453.81736473	540.31211258	303.43817595	383.12818103	297.99383676	272.76858965	257.68414842	283.35088539	341.53411941	325.65465424	298.66402994	404.51275181	315.4389907	316.73195541	279.33017044	306.48538391	335.84228268	435.11151781	284.92231095	322.4571359	427.62157451	390.65190855	327.21977423	395.75596063	401.05173511	408.98391971	383.99748801	454.62850919	388.00806748	411.75381378	356.03952897	387.50573564	362.71041066	364.46359039	378.8712995	469.53545782	429.7807828	353.89218275	358.92105178	406.53281696	417.82012671	392.93500458	372.51437342	383.36269621	354.38962302	394.82628461	393.93179593	333.86142726	420.6267364	394.75299625	320.72457539	387.9102423	425.88514773	429.26007701	428.81049701
"HMR_4477"	45.072321	38.790674666	41.770393812	32.777829226	40.305738857	35.897334631	37.27535976	47.4926142	43.746619589	32.934713042	62.4815744	51.272468612	53.29226708	55.21854444	49.93368719	42.684569208	35.46788103	40.826417159	45.460675626	25.730112736	29.070030142	52.244261962	43.606142916	36.03771633	33.70704378	38.6738523	30.57734509	31.81268988	47.65763396	43.34063844	43.528905961	36.79072242	43.872612534	51.00027761	47.053878538	51.89530958	38.274503411	50.97685238	37.02384096	30.542398432	30.14886803	17.07834198	33.209884159	29.31570011	24.678815303	25.57056892	24.163782939	12.39282294	33.238208414	35.635899033	34.857276638	32.68386872	10.42398699	28.403145634	29.469594344	32.09413055	34.381144945	33.195923488	28.88122612	26.167625575	35.57673805	32.370026903	27.640137645	34.70464445	29.27916412	22.81225209	24.96761826	31.46146475	29.772902969	23.08048532	33.401397434	28.695751904	33.655802291	32.80772065	28.89812835	31.193656152	32.282160898	39.09290653	29.43798149	22.470807279	26.749182681	23.467425219	24.93551074	25.96028658	26.577264739	22.95395131	22.060690833	26.06668531	21.619552318
